ZONE MED VOL(cm3) MASS(g)
1	1	  0.3750    0.3750
2	1	  0.3750    0.3750
3	1	  0.3750    0.3750
4	1	  0.3750    0.3750
5	1	  0.3750    0.3750
6	1	  0.3750    0.3750
7	1	  0.3750    0.3750
8	1	  0.3750    0.3750
9	1	  0.3750    0.3750
10	1	  0.3750    0.3750
11	1	  0.3750    0.3750
12	1	  0.3750    0.3750
13	1	  0.3750    0.3750
14	1	  0.3750    0.3750
15	1	  0.3750    0.3750
16	1	  0.3750    0.3750
17	1	  0.3750    0.3750
18	1	  0.3750    0.3750
19	1	  0.3750    0.3750
20	1	  0.3750    0.3750
21	1	  0.3750    0.3750
22	1	  0.3750    0.3750
23	1	  0.3750    0.3750
24	1	  0.3750    0.3750
25	1	  0.3750    0.3750
26	1	  0.3750    0.3750
27	1	  0.3750    0.3750
28	1	  0.3750    0.3750
29	1	  0.3750    0.3750
30	1	  0.3750    0.3750
31	1	  0.3750    0.3750
32	1	  0.3750    0.3750
33	1	  0.3750    0.3750
34	1	  0.3750    0.3750
35	1	  0.3750    0.3750
36	1	  0.3750    0.3750
37	1	  0.3750    0.3750
38	1	  0.3750    0.3750
39	1	  0.3750    0.3750
40	1	  0.3750    0.3750
41	1	  0.3750    0.3750
42	1	  0.3750    0.3750
43	1	  0.3750    0.3750
44	1	  0.3750    0.3750
45	1	  0.3750    0.3750
46	1	  0.3750    0.3750
47	1	  0.3750    0.3750
48	1	  0.3750    0.3750
49	1	  0.3750    0.3750
50	1	  0.3750    0.3750
51	1	  0.3750    0.3750
52	1	  0.3750    0.3750
53	1	  0.3750    0.3750
54	1	  0.3750    0.3750
55	1	  0.3750    0.3750
56	1	  0.3750    0.3750
57	1	  0.3750    0.3750
58	1	  0.3750    0.3750
59	1	  0.3750    0.3750
60	1	  0.3750    0.3750
61	1	  0.3750    0.3750
62	1	  0.3750    0.3750
63	1	  0.3750    0.3750
64	1	  0.3750    0.3750
65	1	  0.3750    0.3750
66	1	  0.3750    0.3750
67	1	  0.3750    0.3750
